标准答案	谜题（emoji）	LLM输出成语	LLM是否正确	成语中有几个谐音
云泥之别	☁️🫵⛔📎	云泥之别	1	2
云泥之别	☁️👩🏻‍🦲⛔📎	云泥之别	1	2
云泥之别	☁️👩🏻‍🦲📃📎	云鬓花颜	0	2
力不从心	✊🙅‍♀️🧅💖	力不从心	1	1
力不从心	✊🙅🧅🩷	力不从心	1	1
力不从心	🏋️🙅🧅💓	举重若轻	0	1
力不从心	⛪🙅‍♀️🧅🧡	教堂洋葱	0	2
力不从心	🏋️🚶🧅💕	举重若轻	0	2
力不从心	✊🙅‍♀️👂💵	力不从心	1	2
不分轻重	🙅➗🆑⏰	不可救药	0	2
不分轻重	🙅➗💓🎯	不可分割	0	2
不分轻重	🙅➗🍏⏱️	不可救药	0	2
勤学好问	🐔🎓☑️❔	鸡毛蒜皮	0	1
勤学好问	🎻🎓✅⁉️	对牛弹琴	0	1
勤学好问	🎹🎓☑️🤷‍♂️	琴棋书画	0	1
勤学好问	🎹⛷️👍🤷	弹指之间	0	2
勤学好问	🎹🏫✅💏	琴瑟和鸣	0	2
勤学好问	🐔🎓🐁🤷‍♀	鸡毛蒜皮	0	2
单刀直入	📋✂️📑🪱	纸上谈兵	0	2
单刀直入	📋🔪⏸️🍼	刻舟求剑	0	2
单刀直入	📋✂️🪴👩‍🍼	刻舟求剑	0	2
洗心革面	🛀💗🦴🍜	洗心革面	1	1
洗心革面	🛀❤️◽🍝	浴火重生	0	1
洗心革面	🛀❤️🧑‍🎤🎭	沐浴春风	0	1
洗心革面	🛀♥️🧑‍🎤🥱	洗心革面	1	2
洗心革面	🛀✉️🎤🍝	洗心革面	1	2
洗心革面	🛀♥️🎤🛌	浴血奋战	0	2
以一当百	🏥☝️🗂️💯	一丝不苟	0	2
以一当百	❓1️⃣🛎️💯	一问三不	0	2
以一当百	⁉️☝️🫷💯	不可思议	0	2
大鱼大肉	✊🐠✊🥩	竭泽而渔	0	2
大鱼大肉	👊🎏🤼‍♂️🥩	拳打脚踢	0	2
大鱼大肉	✊🐳🤜🥩	力挽狂澜	0	2
绿水青山	📹♒🍏🌋	水到渠成	0	1
绿水青山	🛣️🤽🍏🗻	路见不平	0	1
绿水青山	📋🤽🥬🏔️	纸上谈兵	0	1
绿水青山	📋♒🥬🪸	纸上谈兵	0	2
绿水青山	📋💦💕🏔️	纸上谈兵	0	2
绿水青山	📋💦🍏🪭	纸上谈兵	0	2
一往无前	☝️↔️🖐️⏩	一举两得	0	1
一往无前	1️⃣↔️5️⃣⏩	一五一十	0	1
一往无前	🥇↔️🧙‍♂️⏩	一举一动	0	1
一往无前	👔↔️❌⏩	衣冠禽兽	0	2
一往无前	1️⃣🎾💃⏩	一网打尽	0	2
一往无前	⁉️↔️🤸⏩	大惊小怪	0	2
目不斜视	👀🙅⚙️📺	视而不见	0	1
目不斜视	👀🙅‍♀️👟📺	视而不见	0	1
目不斜视	👀🙅‍♀️🥾🎬	视而不见	0	1
目不斜视	👀🚶‍♂️⚙️📺	走马观花	0	2
目不斜视	♀️🙅‍♂️✍️🎥	男尊女卑	0	2
目不斜视	👀🚶♋🎬	走马观花	0	2
酸甜苦辣	🍋🧇😞🌶️	酸甜苦辣	1	0
酸甜苦辣	🍋🍨☹️🌶️	酸甜苦辣	1	0
酸甜苦辣	🍋🧇☹️🧅	酸甜苦辣	1	0
酸甜苦辣	🧮🍬😞🫑	酸甜苦辣	1	1
酸甜苦辣	🍋🍬😿🧅	酸甜苦辣	1	1
酸甜苦辣	🍋😋👖🧅	酸甜苦辣	1	1
酸甜苦辣	🍋👼☹️🗑️	柠檬天使	0	2
酸甜苦辣	🍋👅😭🌶️	酸甜苦辣	1	2
酸甜苦辣	🧄🍉👖🫑	瓜田李下	0	2
信口胡言	📮👄🧔🏻‍♂️🗣️	信口开河	0	0
信口胡言	📪🅾️🧔🏻‍♂️🗣️	信口开河	0	0
信口胡言	📫👄🧔🏻‍♂️🗣️	信口开河	0	0
信口胡言	📡🅾️🧔🏻‍♂️🌫️	望闻问切	0	1
信口胡言	📡🅾️🧔🏻‍♂️🎪	天方夜谭	0	1
信口胡言	📡👄🔰🗣️	耳濡目染	0	1
信口胡言	📩📎🥌🗣️	信口开河	0	2
信口胡言	✉️📎🫖🗣️	信手拈来	0	2
信口胡言	📡📎🧔🏻‍♂️🌋	电光石火	0	2
口服心服	🅾️👔💗👚	心心相印	0	0
口服心服	🅾️👔🫀👗	衣冠禽兽	0	0
口服心服	🅾️👔♥️🧥	衣冠禽兽	0	0
口服心服	🅾️🎽💝👰‍♂️	缘定三生	0	1
口服心服	🅾️🎽💘👰‍♂️	心心相印	0	1
口服心服	🅾️↔️🫶👖	藕断丝连	0	1
口服心服	📎🎽💘💮	别具匠心	0	2
口服心服	📎↔️💗👕	心心相印	0	2
口服心服	📎🎽💕🙇‍♀️	依依不舍	0	2
一饱眼福	☝️🍞🧿🧧	一面之词	0	1
一饱眼福	1️⃣🧧👀🧧	一见如故	0	1
一饱眼福	☝️👝👁️🧧	一举两得	0	1
一饱眼福	1️⃣🍔👀🔯	一视同仁	0	2
一饱眼福	⁉️🦭🧿🧧	不可思议	0	2
一饱眼福	1️⃣🌋👀🪓	一触即发	0	2
不足为奇	🙅‍♀️🦶💂😮	不可一世	0	1
不足为奇	🙅‍♀️🦿💂‍♀️😮	不胫而走	0	1
不足为奇	🙅🦿‼️⁉️	不胫而走	0	1
不足为奇	🚶🦶💂‍♂️😮	走马观花	0	2
不足为奇	👣🦶🛰️⁉️	脚踏实地	0	2
不足为奇	🙅♟️💂😮	不可一世	0	2
不宣而战	🙅🗳️🧒🗡️	投笔从戎	0	2
不宣而战	🙅➰🧒⚔️	不折不扣	0	2
不宣而战	🙅➰🧒🗡️	不可救药	0	2
居高临下	🎥🆙🌳⬇	蒸蒸日上	0	2
居高临下	🍊⤴️🌧️⏬	橙黄橘绿	0	2
居高临下	🎥⤴️🚿⬇️	水到渠成	0	2
残羹冷饭	🧑‍🦽👨‍🌾😑🍙	坐吃山空	0	1
残羹冷饭	♿🚜🥶🍙	残兵败将	0	1
残羹冷饭	👩‍🦽👨‍🌾❄️🍚	半途而废	0	1
残羹冷饭	👨‍🦽🧑‍🌾😦🍱	人山人海	0	2
残羹冷饭	♿👨‍🌾🥶⛵	坐井观天	0	2
残羹冷饭	♿👨‍🌾❄️😣	坐井观天	0	2
毫不讳言	✅🙅‍♂️➰🗣️	对牛弹琴	0	2
毫不讳言	🆗🙅⏮️🗣️	不可救药	0	2
毫不讳言	☑️🙅⏪🗣️	不可逆转	0	2
娓娓动听	❗💂‍♀️🌀🎧	惊弓之鸟	0	2
娓娓动听	‼️🚹🌀👂	大惊小怪	0	2
娓娓动听	❗‼️🌀👂	危言耸听	0	2
扑朔迷离	♦️🎓🤷‍♀🚜	对牛弹琴	0	2
扑朔迷离	♦️👨‍🎓🤷‍♀🏋️	德才兼备	0	2
扑朔迷离	♦️👨‍🎓😵✊	方枘圆凿	0	2
毫不在意	✅🙅‍♀️🤠💭	对牛弹琴	0	2
毫不在意	👌🙅‍♂️🤠🍝	不可一世	0	2
毫不在意	👌🙅‍♂️🤠💭	不以为然	0	2
忆苦思甜	⁉️😖🧐🍉	哭笑不得	0	1
忆苦思甜	⁉️😖💭🍬	苦尽甘来	0	1
忆苦思甜	1️⃣☹️🤔🍩	一心一意	0	1
忆苦思甜	1️⃣🍂🤔🍉	一叶知秋	0	2
忆苦思甜	1️⃣☹️🏯😋	一见钟情	0	2
忆苦思甜	1️⃣☹️🏯🧁	一见钟情	0	2
好好先生	☑️☑️‼️⛪	对牛弹琴	0	2
好好先生	☑️☑️⚠️⛪	千篇一律	0	2
好好先生	☑️☑️🖥️✌️	心心相印	0	2
自不待言	🪻🙅‍♂️🥸🗣️	言不由衷	0	2
自不待言	💵🙅‍♂️😧🗣️	付之一笑	0	2
自不待言	♊🙅🦘🗣️	言而无信	0	2
高朋满座	🔝🧑‍🤝‍🧑🐌💺	上行下效	0	1
高朋满座	🆙👯‍♀️🐌💺	与时俱进	0	1
高朋满座	🔝👬🐌💺	上行下效	0	1
高朋满座	🔝👯‍♀️🐌🧘‍♂️	名列前茅	0	2
高朋满座	🆙👬🐌💺	与时俱进	0	2
高朋满座	🎂👬🐌💺	长兄如父	0	2
虚度光阴	🤫📏🪔⚫	沉默寡言	0	1
虚度光阴	🤫🌡️💫⚫	沉默寡言	0	1
虚度光阴	🌅🌡️🪩⚫	日新月异	0	1
虚度光阴	🌅⛴✴️⚫	朝三暮四	0	2
虚度光阴	🌅🛶✴️⚫	日新月异	0	2
虚度光阴	🌅🌡️💫🖨️	日新月异	0	2
追本溯源	🏃‍♀️‍➡️📒🏩⚪	奔走相告	0	2
追本溯源	🏃‍♀️‍➡️📓🏩🅾️	走马观花	0	2
追本溯源	🏃‍♀️‍➡️📒🔜🟠	走马观花	0	2
拼死拼活	🧩⚰️🧩🚛	四分五裂	0	1
拼死拼活	🧩🧟‍♂️🧩🥵	支离破碎	0	1
拼死拼活	🧩🧟‍♂️🧩🚛	支离破碎	0	1
拼死拼活	🧩💭🧩🪔	想入非非	0	2
拼死拼活	🧩⛩️🧩🥵	四分五裂	0	2
拼死拼活	🧩🛕🧩🎆	千篇一律	0	2
攀龙附凤	🧗🐉👕🐝	攀龙附凤	1	2
攀龙附凤	🧗🐉👔🪡	攀龙附凤	1	2
攀龙附凤	🧗🐉🐣🏔️	攀龙附凤	1	2
怨声载道	😤🪇🤠🛣️	气急败坏	0	1
怨声载道	🤬🎤🤠🛣️	口若悬河	0	1
怨声载道	🤬🪇🤠🛣️	怒发冲冠	0	1
怨声载道	🅾️🛎️🤠☯️	过目不忘	0	2
怨声载道	⚪📣🤠🛣️	白手起家	0	2
怨声载道	😤🛎️🤠🌾	气宇轩昂	0	2
两虎相斗	2️⃣🐯📷🤼‍♀️	二虎相争	0	0
两虎相斗	2️⃣🐅📷🥊	二虎相争	0	0
两虎相斗	2️⃣🐯📷🥊	二虎相争	0	0
两虎相斗	🔦🐯📷🤼	照猫画虎	0	1
两虎相斗	2️⃣🐅🦣🥊	二虎相争	0	1
两虎相斗	🔦🐯📷🥊	探虎照相	0	1
两虎相斗	💡👩‍⚕️📷🤼‍♀️	明察秋毫	0	2
两虎相斗	2️⃣🐅📼🫛	二虎相争	0	2
两虎相斗	2️⃣🐯📼🥔	二虎相斗	0	2
心怀鬼胎	😘🫃😈🫃	口是心非	0	0
心怀鬼胎	💘🫃🧛‍♀️🛞	情不自禁	0	0
心怀鬼胎	🫰🫃👹🫃	抛砖引玉	0	0
心怀鬼胎	❤️🦹‍♀️👺🫃	心狠手辣	0	1
心怀鬼胎	😘🫃👾🎱	口是心非	0	1
心怀鬼胎	♥️👎😈🛞	心怀鬼胎	1	1
心怀鬼胎	❤️🫃🚂🎱	心心相印	0	2
心怀鬼胎	💝👎👹🎱	心猿意马	0	2
心怀鬼胎	💕🫃🚉🎱	心心相印	0	2
是非分明	☑️❌➗🔆	是非分明	1	0
是非分明	👌❎➗🔦	不攻自破	0	0
是非分明	✅❌➗🕯️	是非分明	1	0
是非分明	☑️❎🤬🔆	是非分明	1	1
是非分明	✅🚀➗🌞	一日千里	0	1
是非分明	☑️❎😡🔦	对错分明	0	1
是非分明	☑️☕🤬🔆	是非分明	1	2
是非分明	☑️❌😡🆔	是非分明	1	2
是非分明	⏰🌬️➗🔦	风烛残年	0	2
大出风头	👊🧑‍🍳🪗👳‍♂️	拳拳之心	0	2
大出风头	🤜👨‍🍳💨🧠	动手动脑	0	2
大出风头	👊🧑‍🍳🪁👳‍♂️	拳拳之心	0	2
莫衷一是	♑🀄🥇☑️	名列前茅	0	2
莫衷一是	♑🐶1️⃣☑️	脚踏实地	0	2
莫衷一是	♑🐶🥇✅	名列前茅	0	2
兵多将广	💂‍♀️🫣♟️🔦	掩耳盗铃	0	2
兵多将广	💂🫣♟️☀️	掩耳盗铃	0	2
兵多将广	💂‍♀️🫣♟️🕯️	掩耳盗铃	0	2
满打满算	🐌🤜🐌🧮	蜗角之争	0	2
满打满算	🐌🤼🐌🧮	蜗角之争	0	2
满打满算	🐌🤼‍♂️🐌🧮	蜗角之争	0	2
普天同庆	♦️☁️🟰🎉	方兴未艾	0	1
普天同庆	♦️☁️🟰🎆	天马行空	0	1
普天同庆	🍇☁️🟰🎆	葡萄云烟	0	1
普天同庆	💁‍♂️🍉🟰🎉	自相矛盾	0	2
普天同庆	♦️👼🪣🎆	方兴未艾	0	2
普天同庆	🍇☁️👦🎆	葡萄云童	0	2
翻江倒海	🤸👨‍🏭⏪🌊	翻江倒海	1	1
翻江倒海	🤸⏬🫗🏝️	翻天覆地	0	1
翻江倒海	🤸📉🫗🏝️	翻天覆地	0	1
翻江倒海	🤸⏬⏪🧒	翻来覆去	0	2
翻江倒海	↩️🔽⏮️🏝️	返老还童	0	2
翻江倒海	↪️⬇🫗🌊	顺流而下	0	2
吹毛求疵	💨🧶🙏🌵	风花雪月	0	1
吹毛求疵	💨🪶🙏🦔	风毛麟角	0	1
吹毛求疵	🌬️🪶🙏🗡️	闻鸡起舞	0	1
吹毛求疵	🌬️🧶🤾🧲	风花雪月	0	2
吹毛求疵	🌬️🧶⛹️🗡️	风花雪月	0	2
吹毛求疵	💨🐈🙏🦔	风猫求刺	0	2
春风化雨	🍷🌪️🛹🌧️	杯水车薪	0	2
春风化雨	🍷🌪️🪷🌧️	酒色财气	0	2
春风化雨	🍷💨🍀🌧️	酒绿灯红	0	2
恭恭敬敬	🏭♐🫡🫡	工厂致敬	0	2
恭恭敬敬	🎻🧑‍🏭🫡🫡	兢兢业业	0	2
恭恭敬敬	⚒️🛠🫡🫡	精雕细刻	0	2
残暴不仁	♿🎒🙅‍♀️🚶‍♂️	半途而废	0	2
残暴不仁	♿🍞🙅‍♀️👩‍🍳	身残志坚	0	2
残暴不仁	♿🎒🙅‍♀️🙋	半途而废	0	2
凡夫俗子	😤🧑‍🌾⏩♊	气急败坏	0	2
凡夫俗子	🤸🧑‍🌾⏩♊	自食其力	0	2
凡夫俗子	↩️🧑‍🌾🔜♊	返老还童	0	2
通情达理	❤️‍🩹💗✊💈	心花怒放	0	2
通情达理	❤️‍🩹💘🤜💇	心心相印	0	2
通情达理	❤️‍🩹💗🤜💇	心狠手辣	0	2
如火燎原	🥛😡🩹⚛️	水到渠成	0	2
如火燎原	🍼🎆🗨️⚛️	惊天动地	0	2
如火燎原	🥛💢👩‍⚕️⚛️	奶声奶气	0	2
一望而知	1️⃣🔭🧒📃	一目了然	0	2
一望而知	1️⃣🔭🧒🪴	一目了然	0	2
一望而知	1️⃣🔭🥈📍	望尘莫及	0	2
地地道道	⏬🫅🛣️☯️	下里巴人	0	2
地地道道	💦⬇️☯️🛣️	水滴石穿	0	2
地地道道	⏬🫸🛣️☯️	下不为例	0	2
一式一样	1️⃣⏱️1️⃣☀️	一日千里	0	2
一式一样	1️⃣⏰1️⃣♈	一心一意	0	2
一式一样	1️⃣⏰🥇🐐	一举成名	0	2
走马观花	🚶🐴🔭🍿	走马观花	1	0
走马观花	🚶‍♀️🐴🔭🎆	走马观花	1	0
走马观花	🥾🎠🔭🌷	走马观花	1	0
走马观花	🚶‍♀️🎪🔭📞	走马观花	1	1
走马观花	🏃👨‍💻🔭🌼	走马观花	1	1
走马观花	🏃🎠🎩🌼	走马观花	1	1
走马观花	🏃🎠🏟️🛶	走马观花	1	2
走马观花	🚶‍♀️👨‍💻🔭🚣‍♂️	行云流水	0	2
走马观花	🏃🎠⚱️👩‍🎨	走马观花	1	2
一般见识	1️⃣©️👀🆗	一目了然	0	2
一般见识	1️⃣©️👁️☑️	一目了然	0	2
一般见识	1️⃣©️👁️⌚	一目了然	0	2
日理万机	☀️💇➰📹	日理万机	1	1
日理万机	☀️💇💊🚁	日理万机	1	1
日理万机	🌞💇🌃🛩️	日理万机	1	1
日理万机	☀️💇〰️⚔️	日理万机	1	2
日理万机	☀️✊➰🛩️	日新月异	0	2
日理万机	☀️💇〰️🔨	日理万机	1	2
量体裁衣	📏🪜✂️🥻	量体裁衣	1	1
量体裁衣	📏🛗✂️👔	量体裁衣	1	1
量体裁衣	📏🪒✂️👘	量体裁衣	1	1
量体裁衣	🌉🪜✂️🧥	过河拆桥	0	2
量体裁衣	2️⃣🪜✂️👕	二龙戏珠	0	2
量体裁衣	2️⃣💇‍♀️✂️🥻	二话不说	0	2
文如其人	📂🍼😤🧍	卷土重来	0	2
文如其人	📂🍼⏏️🧍	不约而同	0	2
文如其人	📂🍼🌪️🙋	丢三落四	0	2
格杀勿论	◽⚔️❎🛞	方枘圆凿	0	1
格杀勿论	◽🗡️❌🛼	方枘圆凿	0	1
格杀勿论	🔷⚔️❎🛼	不伦不类	0	1
格杀勿论	◽🗡️🌫️🛼	刀光剑影	0	2
格杀勿论	🏯🗡️❎🛼	古往今来	0	2
格杀勿论	🦴⚔️❎🔄	骨肉相残	0	2
团结一致	🍙🪢☝️📃	纸上谈兵	0	1
团结一致	🍙🪢☝️🧃	饭来张口	0	1
团结一致	🍙🪢☝️🤓	饭来张口	0	1
团结一致	🍙🎀⁉️🧃	饭来张口	0	2
团结一致	🍙🎀🏥🧵	饭来张口	0	2
团结一致	🍙🎀🎽⏸️	饭来张口	0	2
信誓旦旦	💌🦁🌅🌅	信誓旦旦	1	1
信誓旦旦	🏣🥄🌅🌅	日新月异	0	1
信誓旦旦	🏣🍴🌅🌅	朝三暮四	0	1
信誓旦旦	✉️🍱🌅🥚	信口开河	0	2
信誓旦旦	✉️✅📋🌅	信手拈来	0	2
信誓旦旦	♥️🥄🌅🌅	心满意足	0	2
人多嘴杂	👤🫣👄🤹	人言可畏	0	1
人多嘴杂	🧑🫣👄🤹	人云亦云	0	1
人多嘴杂	🕴️🫣👄🤹	掩耳盗铃	0	1
人多嘴杂	🧑‍💼🫣🍷🤹	掩耳盗铃	0	2
人多嘴杂	🧑🫣🍻🤹	掩耳盗铃	0	2
人多嘴杂	🧑🫣🍷🤹	掩耳盗铃	0	2
金鸡独立	🏅🦃🎲🧍	金榜题名	0	1
金鸡独立	🏅🐓☣️🧍	金鸡独立	1	1
金鸡独立	🏆🐤⛴️🧍	金鸡独立	1	1
金鸡独立	🏅⚔️🛶🧍	金戈铁马	0	2
金鸡独立	🏅‼️🌡️🕴️	金玉良言	0	2
金鸡独立	⏩🦃⛴️🧍	快马加鞭	0	2
信口胡说	📨🅾️🧔🏻‍♂️🗯️	言过其实	0	0
信口胡说	📭👄🧔🏻‍♂️🗯️	信口开河	0	0
信口胡说	📩🅾️🧔🏻‍♂️🗯️	信口开河	0	0
信口胡说	💳🅾️🐅🗣️	画龙点睛	0	1
信口胡说	📧📎🧔🏻‍♂️🗣️	信口开河	0	1
信口胡说	📪🅾️🧔🏻‍♂️🎓	信口开河	0	1
信口胡说	📫📎🧔🏻‍♂️👨‍🎓	信手拈来	0	2
信口胡说	♥️👄🐅🗣️	心直口快	0	2
信口胡说	💌👄🫙👨‍🎓	情投意合	0	2
打乱阵脚	🥊😵‍💫🧭🦶	拳打脚踢	0	1
打乱阵脚	🤼‍♂️😵‍💫💉🦶	束手就擒	0	1
打乱阵脚	🤼‍♂️😵‍💫💉👣	晕头转向	0	1
打乱阵脚	✊😵‍💫🕵️♈	力不从心	0	2
打乱阵脚	✊😵‍💫🩺🚌	力不从心	0	2
打乱阵脚	👊😵‍💫📌🪸	目瞪口呆	0	2
老老实实	👨🏻‍🦳👨🏻‍🦳⏱️🏪	白头偕老	0	2
老老实实	👨🏻‍🦳👨🏻‍🦳⏱️👩‍🏫	老生常谈	0	2
老老实实	👨🏻‍🦳👨🏻‍🦳⌚🧟‍♀️	老生常谈	0	2
曲曲折折	〰️〰️〰️〰️	源源不断	0	0
曲曲折折	〰️➰〰️〰️	弯弯曲曲	0	0
曲曲折折	➰➰〰️〰️	弯弯曲曲	0	0
曲曲折折	〰️〰️〰️⛅	飘飘欲仙	0	1
曲曲折折	〰️➰〰️🙈	弯弯绕绕	0	1
曲曲折折	➰〰️〰️⛅	弯弯曲曲	0	1
曲曲折折	🪱➰〰️⛅	画龙点睛	0	2
曲曲折折	➰➰🙈⛅	弯弯曲曲	0	2
曲曲折折	〰️〰️⛅🙈	隐隐约约	0	2
人山人海	👤🌋🧑‍💼🌊	人山人海	1	0
人山人海	🧑🌋🕴️🌊	人山人海	1	0
人山人海	🧑‍💼🌋🧑🌊	人山人海	1	0
人山人海	🚶‍♂️🗻🔪🌊	跋山涉水	0	1
人山人海	🕴️🏔️👤👶	人山人海	1	1
人山人海	🙋🌋🧑‍💼🧒	自高自大	0	1
人山人海	👩‍🍳👕🚶‍♂️🏝️	衣锦还乡	0	2
人山人海	👤✴️🕴️🦴	人杰地灵	0	2
人山人海	🙋🗻🔪🧒	人山人海	1	2
叹为观止	⁉️🥀🔭❌	难以置信	0	1
叹为观止	❕⚠️🔭❎	一目了然	0	1
叹为观止	❕🚾🔭🙅‍♂️	一目了然	0	1
叹为观止	⁉️‼️🏨❎	不可思议	0	2
叹为观止	⁉️‼️🏅❎	大惊小怪	0	2
叹为观止	🏖️🚾🔭⏹️	海市蜃楼	0	2
破罐破摔	🫗🏺👩‍🦳🤼‍♂️	倾国倾城	0	2
破罐破摔	👩🏻‍🦳🏺👩🏻‍🦳🤼‍♂️	老生常谈	0	2
破罐破摔	👩‍🦳🏺🅿️🤼	女娲补天	0	2
血雨腥风	🩸🌧️🛰️🪗	血雨腥风	1	1
血雨腥风	🩸🌧️🚶‍♀️🪁	血雨腥风	1	1
血雨腥风	🩸🌧️🦿🌪️	血雨腥风	1	1
血雨腥风	🩸🌽*️⃣🌀	血流成河	0	2
血雨腥风	🩸♓*️⃣💨	血流成河	0	2
血雨腥风	☃️🌧️👽🪗	雪上加霜	0	2
情景交融	💘🌃🚌🌋	情不自禁	0	1
情景交融	💝🌃🚌🧸	心心相印	0	1
情景交融	💝🌃🚌🌋	心旷神怡	0	1
情景交融	💕🖼️🌶️🧸	心心相印	0	2
情景交融	💓🌃📐🌋	心旷神怡	0	2
情景交融	💓🥽🚌🧸	心照不宣	0	2
号啕大哭	📯🏺🤜😿	对牛弹琴	0	2
号啕大哭	📯🍑🤜🥲	吹毛求疵	0	2
号啕大哭	📯🌊👊🥺	吹毛求疵	0	2
红得发紫	🧧🎯💈🪻	红红火火	0	1
红得发紫	🧧🎯💈🟣	鸿运当头	0	1
红得发紫	🧧🎯💇🟣	红红火火	0	1
红得发紫	🧧🎯💈♊	红男绿女	0	2
红得发紫	🧧🎯🥱🪻	红中白板	0	2
红得发紫	🧧🎯⚖️🟣	鸿运当头	0	2
一字一句	🥇✒️🥇🎥	金榜题名	0	1
一字一句	☝️✒️1️⃣🙀	一鸣惊人	0	1
一字一句	☝️✒️☝️🏋️‍♀️	一举一动	0	1
一字一句	1️⃣✒️🎽🎦	一举成名	0	2
一字一句	⁉️✒️☝️🙅‍♀️	不可思议	0	2
一字一句	❓✒️1️⃣🎦	不可思议	0	2
龇牙咧嘴	✒️🦷👎👄	咬文嚼字	0	2
龇牙咧嘴	💵🦷🔥👄	金口玉言	0	2
龇牙咧嘴	🟣🦷🔥👄	唇亡齿寒	0	2
贫病交加	🧩🦠🚌➕	拼车细菌	0	1
贫病交加	🧩😷🚌➕	拼车出行	0	1
贫病交加	🧩🤒🚌➕	拼死拼活	0	1
贫病交加	🧩👩‍🦽🚌🍆	拼车接龙	0	2
贫病交加	🧩😷🚌👰‍♀️	拼车结婚	0	2
贫病交加	🧩🦠🚌🏠	拼车回家	0	2
沧海一粟	🫣🏝️🥇🔜	掩耳盗铃	0	2
沧海一粟	🫣🏝️🥇⏩	掩耳盗铃	0	2
沧海一粟	🫣🏝️1️⃣⏩	掩耳盗铃	0	2
只手遮天	❎🙋⛅☁️	否极泰来	0	1
只手遮天	🌳🙋⛅☁️	人山人海	0	1
只手遮天	⏸️🖐️🙈☁️	按兵不动	0	1
只手遮天	⏸️🙋🙈🧁	半途而废	0	2
只手遮天	⏹️🔝⛅👼	方兴未艾	0	2
只手遮天	⏸️🙌⛅🧁	半途而废	0	2
原封不动	⚛️🔝🙅‍♂️🌀	物极必反	0	1
原封不动	⚛️🍁🙅🌀	化繁为简	0	1
原封不动	⚛️🌪️🙅🌀	无风起浪	0	1
原封不动	⭕🗻🙅‍♀️🌀	画蛇添足	0	2
原封不动	⚛️🐝🙅🌨️	不可思议	0	2
原封不动	⚛️🌀🙅‍♀️☃️	化险为夷	0	2
电闪雷鸣	☎️✨⚡🆔	电光火石	0	1
电闪雷鸣	☎️✨🌩️🌞	电闪雷鸣	1	1
电闪雷鸣	☎️🪩🌩️🔅	电光火石	0	1
电闪雷鸣	☎️🪭🌩️🔆	电光石火	0	2
电闪雷鸣	🍪✴️💣🔆	曲径通幽	0	2
电闪雷鸣	☎️🏔️🌩️🔆	电闪雷鸣	1	2
老老少少	👴👨🏻‍🦳🤒🥄	老弱病残	0	2
老老少少	👴👨🏻‍🦳🥄🥄	老生常谈	0	2
老老少少	👴👴🥄🤒	老生常谈	0	2
以一当十	⁉️1️⃣🛎️➕	不可思议	0	2
以一当十	1️⃣🥇🔔✝️	一鸣惊人	0	2
以一当十	1️⃣1️⃣🫷➕	一臂之力	0	2
乘胜追击	✖️✌️🏃‍♀️‍➡️🔨	不二法门	0	0
乘胜追击	✖️✌️🏃‍♀️‍➡️🥊	不打自招	0	0
乘胜追击	✖️✌️🏃‍♀️‍➡️✊	事半功倍	0	0
乘胜追击	🏰✌️🏃‍♀️‍➡️🤛	弃城而逃	0	1
