标准答案	谜题（emoji）	LLM输出成语	LLM是否正确	成语中有几个谐音
通情达理	❤️‍🩹💕🤜💈	爱心护发	0	2
通情达理	❤️‍🩹💘🥊💈	爱心拳发	0	2
如火燎原	👩‍🍼🕯️🩹⚛️	妇孺皆知	0	2
如火燎原	🥛🌋👩‍⚕️⚛️	牛奶火山	0	2
如火燎原	🥛🔥🗨️⚛️	牛鬼蛇神	0	2
一望而知	1️⃣🔭🧒🤾	一箭双雕	0	2
一望而知	1️⃣🔭👦🪴	一箭双雕	0	2
一望而知	1️⃣🔭2️⃣🤾‍♂️	一箭双雕	0	2
走马观花	🚶🐎🔭🏵️	走马观花	1	0
走马观花	🏃🎠🔭🍿	奔腾宇宙	0	0
走马观花	🚶‍♂️🏇🔭🪻	步履维艰	0	0
走马观花	🚶🏇🔭🏄	步履维艰	0	1
走马观花	🏃🎠👑🌺	奔腾冠冕	0	1
走马观花	🚶🐴🔭🛹	走马观花	1	1
走马观花	🏃👨‍💻⚱️🍀	奔男焚绿	0	2
走马观花	🏃🎠⚰️🛼	奔腾不息	0	2
走马观花	🏃👨‍💻📴🍿	奔走相告	0	2
文如其人	📂🍼😡👤	怒发冲冠	0	2
文如其人	📂🍼😠🧑‍💼	公愤私议	0	2
文如其人	📂🍼😡🧑	怒发冲冠	0	2
信誓旦旦	💳✅🌅🌅	刷卡成功	0	1
信誓旦旦	💳🚙🌅🌅	信用卡车	0	1
信誓旦旦	📡♌🌅🌅	隔岸观火	0	1
信誓旦旦	♥️🍅🌅🌅	心花怒放	0	2
信誓旦旦	✉️🍚📋🌅	信口胡言	0	2
信誓旦旦	❤️🧟🌅🌅	心尸初露	0	2
人多嘴杂	🕴️🫣👄🤹	游刃有余	0	1
人多嘴杂	🧑🫣👄🤹	人云亦云	0	1
人多嘴杂	🚶‍♂️🫣👄🤹	走漏风声	0	1
人多嘴杂	🔪🫣👄🤹	刀光嘴影	0	2
人多嘴杂	🕴️🫣🍷🤹	风度翩翩	0	2
人多嘴杂	🕴️🫣🥃🤹	风流倜傥	0	2
人山人海	👤🗻🧑‍💼🏝️	人山人海	1	0
人山人海	🚶‍♂️🌋🧑‍💼🌊	步履维艰	0	0
人山人海	🧍🏔️🚶‍♂️🌊	人山人海	1	0
人山人海	🧑‍💼🗻🥷🌊	人山人海	1	1
人山人海	🔪🗻🕴️🏝️	刀山剑树	0	1
人山人海	🕴️🏔️👩‍🍳🏝️	人山人海	1	1
人山人海	👩‍🍳💫🕴️🌊	厨子出海	0	2
人山人海	👩‍🍳✨🧍🌊	厨子海市	0	2
人山人海	🥷🌋🔪🌊	火山刀海	0	2
叹为观止	❕🚾🔭🙅	一言既出	0	1
叹为观止	❗❗🔭⛔	一箭双雕	0	1
叹为观止	❕🥀🔭❌	一箭双雕	0	1
叹为观止	❕‼️👒⏸️	一鸣惊人	0	2
叹为观止	🏖️🚻🔭⏸️	海市蜃楼	0	2
叹为观止	❕‼️🔭🧃	一鸣惊人	0	2
破罐破摔	👩🏻‍🦳🏺👩🏻‍🦳🤼	两败俱伤	0	2
破罐破摔	👩🏻‍🦳🥫👩🏻‍🦳🤼‍♂️	白头偕老	0	2
破罐破摔	👩🏻‍🦳🥫👩‍🦳🤼	争奇斗艳	0	2
情景交融	💗🖼️🚌🌋	爱心劳火	0	1
情景交融	🩷🖼️🚌🧸	衣冠禽兽	0	1
情景交融	♥️🖼️🚌🌋	心惊胆战	0	1
情景交融	💘🖼️👣🌋	心灰意冷	0	2
情景交融	💓🐋🚌🌋	心潮澎湃	0	2
情景交融	♥️🥽🚌🧸	心旷神怡	0	2
号啕大哭	📯🍇🥊😢	吹葡萄拳	0	2
号啕大哭	📯🏺👊🥺	吹瓶打铁	0	2
号啕大哭	📯🌊👊🥲	吹波助澜	0	2
龇牙咧嘴	🪻🦷👎👄	吹毛求疵	0	2
龇牙咧嘴	💵🦷🔥👄	财牙火烧	0	2
龇牙咧嘴	✒️🦷🔥👄	刻舟求剑	0	2
沧海一粟	🫣🌊🥇🔜	杯弓蛇影	0	2
沧海一粟	🫣🌊1️⃣🏩	一石二鸟	0	2
沧海一粟	🫣🌊🥇⏩	一鸣惊人	0	2
只手遮天	🌳🙌⛅👼	树大招风	0	1
只手遮天	❎👋🙈👼	不辞而别	0	1
只手遮天	🙅👐⛅👼	拒之门外	0	1
只手遮天	🧃📩⛅👼	酸甜苦辣	0	2
只手遮天	❌🦖⛅👼	错觉天使	0	2
只手遮天	⏹️👋🙈🍨	掩耳盗铃	0	2
原封不动	⚛️🌬️🙅‍♀️☃️	核风拒雪	0	2
原封不动	⚛️🐪🙅‍♂️🅾️	核驼拒空	0	2
原封不动	⚛️🍂🙅‍♂️🅾️	核叶勿圆	0	2
电闪雷鸣	☎️🪩💣🔅	一鸣惊人	0	1
电闪雷鸣	☎️💫💣☀️	一鸣惊人	0	1
电闪雷鸣	⚡✨🌩️🌞	电闪雷鸣	1	1
电闪雷鸣	☎️🪸⚡🆔	电石火花	0	2
电闪雷鸣	☎️🌋🌩️📇	风声鹤唳	0	2
电闪雷鸣	☎️👚⚡🔦	打衣闪电	0	2
以一当十	⛑️1️⃣🛎️➕	救一鸣放	0	2
以一当十	1️⃣1️⃣🛎️🔟	一鸣惊人	0	2
以一当十	1️⃣1️⃣🔔✝️	一鸣惊人	0	2
乘胜追击	✖️✌️🏃‍♀️‍➡️🤛	错手旁观	0	0
乘胜追击	✖️✌️🏃‍♀️‍➡️👊	错手旁观	0	0
乘胜追击	✖️✌️🏃‍♀️‍➡️🤜	错手旁观	0	0
乘胜追击	✖️🧵🏃‍♀️‍➡️👊	错线奔拳	0	1
乘胜追击	✖️🛫🏃‍♀️‍➡️🔨	错觉奔锤	0	1
乘胜追击	✖️🤶🏃‍♀️‍➡️🔫	错跑枪毙	0	1
乘胜追击	✖️⏫🏃‍♀️‍➡️♾️	错综复杂	0	2
乘胜追击	♎⬆️🏃‍♀️‍➡️🔫	秤情量力	0	2
乘胜追击	♎🔔🏃‍♀️‍➡️🤜	平鸣直追	0	2
千方百计	💷♦️💯🧮	一箭双雕	0	1
千方百计	💵◽💯🧮	一箭双雕	0	1
千方百计	💷◽💯🧮	百折不挠	0	1
千方百计	⏩⏹️💯🐔	快刀斩鸡	0	2
千方百计	⏩♦️💯🔜	快马加鞭	0	2
千方百计	💵🌺💯🧮	金钱万能	0	2
搬弄是非	👭👩‍🌾✅❎	二人成双	0	2
搬弄是非	🏏👩‍🌾☑️❌	打草惊蛇	0	2
搬弄是非	🛹🧑‍🌾☑️❎	滑农对错	0	2
正襟危坐	☑️⏭️⚠️🛋️	一箭双雕	0	1
正襟危坐	☑️⏩🆘🛋️	一箭双雕	0	1
正襟危坐	☑️💪🆘🧘‍♂️	打勾有力	0	1
正襟危坐	☑️❎⚠️◀️	是非警告	0	2
正襟危坐	☑️⏭️🚻🧘	打勾跳女	0	2
正襟危坐	☑️🏅🆘🫲	打抱不平	0	2
不落俗套	🙅‍♀️⬇🔜🧤	拒下迎上	0	1
不落俗套	🙅‍♂️⬇️🔜🧤	拒下迎上	0	1
不落俗套	🙅⏬🏩🧤	拒下旅馆	0	1
不落俗套	🙅🐚🔜🧤	拒壳近手	0	2
不落俗套	🙅‍♀️🐚🏩🧤	拒壳入楼	0	2
不落俗套	🙅🛬🏩🍇	拒之门外	0	2
相持不下	📷🦷🙅‍♀️👇	拍照拒下	0	1
相持不下	📷🏎️🙅‍♂️⏬	摄足不前	0	1
相持不下	📷📏🙅‍♂️⏬	摄手称小	0	1
相持不下	✈️📐🙅⤵️	飞短流长	0	2
相持不下	📷🏇🙅😦	拍马迎头	0	2
相持不下	✈️🪽🙅‍♀️⏬	飞鸽传书	0	2
替天行道	🛗👼🦿☯️	井底捞月	0	1
替天行道	💇👼🚵☯️	洗心革面	0	1
替天行道	🪜👼👌🛣️	梯云直上	0	1
替天行道	💇👼🚶‍♀️💃	洗白出舞	0	2
替天行道	💇‍♀️👼🚶‍♀️✂️	洗心革面	0	2
替天行道	💇🍨🆗☯️	洗心革面	0	2
别出心裁	📎👨‍🍳🫶✂️	一箭双雕	0	1
别出心裁	📎👩‍🍳🩵✂️	剪发投炊	0	1
别出心裁	📎🐣🩷✂️	一鸣惊人	0	1
别出心裁	📎🐣🌶️✂️	一鸣惊人	0	2
别出心裁	📎➗😘🎨	画龙点睛	0	2
别出心裁	📎➗💝🎆	一箭双雕	0	2
造化弄人	🏗️🌻👩‍🌾🧑	筑巢引凤	0	2
造化弄人	🏗️🌷🧑‍🌾👤	筑巢引凤	0	2
造化弄人	🏗️🌷🧑‍🌾🧑	筑室种田	0	2
虎口拔牙	🐅👄🎯🦷	虎口拔牙	1	1
虎口拔牙	🐯👄🎯🦷	虎口拔牙	1	1
虎口拔牙	🐯👄🩰🦷	虎口拔牙	1	1
虎口拔牙	🥌👄🎯🦷	石破天惊	0	2
虎口拔牙	👩‍⚕️👄🩰🦷	女口舞牙	0	2
虎口拔牙	🦊👄🚍🦷	狐疑不决	0	2
明目张胆	☀️👀👏🍳	日瞪口呆	0	2
明目张胆	☀️👀🐙🍳	日瞪目呆	0	2
明目张胆	☀️👀👐📋	日瞪口呆	0	2
现身说法	🎻🆔🗯️🪄	琴瑟和鸣	0	1
现身说法	🧚‍♂️🆔🗯️🧑‍⚖️	仙人指路	0	1
现身说法	⚠️🆔🗯️🧙	危言耸听	0	1
现身说法	⚠️🆔🗣️🪓	危言耸听	0	2
现身说法	❗🧞‍♂️🗣️👩‍⚖️	一鸣惊人	0	2
现身说法	‼️🆔👨‍🎓🪄	惊世骇俗	0	2
回头是岸	↪️👳‍♂️✅📂	回头是岸	1	1
回头是岸	⏮️👳‍♂️☑️💆‍♂️	前仆后继	0	1
回头是岸	⏮️👳‍♂️☑️😌	退步思过	0	1
回头是岸	↪️🤾☑️💆	反手可得	0	2
回头是岸	↩️👳‍♂️🍅🖱️	返璞归真	0	2
回头是岸	↪️⛹️‍♀️✅💆‍♀️	回心转意	0	2
独一无二	☣️☝️🦜🥈	毒指鹉银	0	2
独一无二	☣️☝️🧙‍♂️🥈	毒手观音	0	2
独一无二	☣️1️⃣💃🥈	毒蛇摆尾	0	2
清廉正直	🆑♥️☑️🤾‍♀️	一箭双雕	0	2
清廉正直	🆑⛓️✅🙅	禁锢是非	0	2
清廉正直	🆑♥️➕🌳	口是心非	0	2
嫌贫爱富	🎻🧩💏💰	琴瑟和鸣	0	2
嫌贫爱富	❗🧩♥️💰	一箭双雕	0	2
嫌贫爱富	‼️🧩😘💵	惊心动魄	0	2
易如翻掌	⛑️👩‍🍼🤸🖐️	救妇倒悬	0	2
易如翻掌	☝️🍼🤸👐	指鹿为马	0	2
易如翻掌	⛑️🍼🤸‍♂️🤚	救火投江	0	2
死灰复燃	💀🩶↔️🔥	死灰复燃	1	0
死灰复燃	⚰️🩶↔️🔥	棺材板热	0	0
死灰复燃	🧟‍♂️🩶🔄🔥	尸位素餐	0	0
死灰复燃	⚰️🪃↔️🔥	棺材火舞	0	1
死灰复燃	⚰️🔃↔️🔥	棺材板动	0	1
死灰复燃	💀🩶📿🔥	死灰复燃	1	1
死灰复燃	💀🩶💵🧬	死缠烂打	0	2
死灰复燃	🧟‍♂️🩶👔🧬	尸位素餐	0	2
死灰复燃	⛩️🩶↔️🧬	寺庙互换	0	2
一如既往	1️⃣👩‍🍼🐔↔️	一鸣惊人	0	2
一如既往	1️⃣🥛🥊↔️	一鸣惊人	0	2
一如既往	1️⃣🥛🧑‍🦽↔️	一箭双雕	0	2
感同身受	🥹🟰🆔🖐️	抱头鼠窜	0	1
感同身受	🥹🟰🆔🙌	含辛茹苦	0	1
感同身受	🥹🟰🆔👐	囊萤映雪	0	1
感同身受	🏑🟰🆔🫳	一箭双雕	0	2
感同身受	🥹❤️‍🩹🆔🦖	捂心恐龙	0	2
感同身受	🎣🟰🆔🙌	钓鱼上瘾	0	2
司空见惯	4️⃣🕳️👀🛃	四面楚歌	0	2
司空见惯	4️⃣🕳️👁️👩‍⚖️	四通八达	0	2
司空见惯	⚰️🅾️👁️🏺	棺底窥陶	0	2
天衣无缝	👼👔🖐️🧵	童言无忌	0	1
天衣无缝	👼👘⚔️🧵	白刃相接	0	1
天衣无缝	👼👗🕺🧵	天衣无缝	1	1
天衣无缝	👼1️⃣🥋🪡	一箭双雕	0	2
天衣无缝	🍨👔🏚️🧵	冰丝旧迹	0	2
天衣无缝	👼☝️🌫️🪡	童子拜山	0	2
困兽犹斗	💤🦖👯‍♀️🤼‍♂️	睡龙舞鹤	0	1
困兽犹斗	💤🦖😕🤼‍♂️	睡龙怒斗	0	1
困兽犹斗	💤🦖🏤🤼‍♀️	睡龙衙斗	0	1
困兽犹斗	💤🦖👉🥔	睡龙指薯	0	2
困兽犹斗	💤🦖👶🫛	睡龙生蚊	0	2
困兽犹斗	💤🦖👭🥔	睡龙伴薯	0	2
东奔西走	☃️🏃😃🏃	雪中送炭	0	2
东奔西走	☃️🏃‍♀️‍➡️🌄🥾	雪中送炭	0	2
东奔西走	☃️🏃😄🥾	雪中送炭	0	2
甜酸苦辣	🧁🍋😖🫑	杯弓蛇影	0	0
甜酸苦辣	🍭🍋😖🌶️	甜酸苦辣	1	0
甜酸苦辣	🍨🍋😖🌶️	冰柠檬苦	0	0
甜酸苦辣	🍭🧮😫🫑	甜算愁梨	0	1
甜酸苦辣	🧁🍋🩲🫑	杯弓蛇影	0	1
甜酸苦辣	🍭🍋💀🧅	糖衣炮弹	0	1
甜酸苦辣	😋🍋😭🗑️	吃柠檬哭	0	2
甜酸苦辣	🍨🧮😿🌶️	冰释前嫌	0	2
甜酸苦辣	🍩🧄🍂🫑	无稽之谈	0	2
七零八落	7️⃣0️⃣8️⃣🔽	七上八下	0	0
七零八落	7️⃣0️⃣8️⃣🪂	七上八下	0	0
七零八落	7️⃣🅾️8️⃣🍂	七上八下	0	0
七零八落	♟️0️⃣8️⃣🛬	棋盘落地	0	1
七零八落	🎈0️⃣8️⃣🔽	一落千丈	0	1
七零八落	🌫️🅾️8️⃣🌄	雾里看花	0	1
七零八落	⏏️♦️8️⃣🪂	退避三舍	0	2
七零八落	♟️🛎️8️⃣⬇️	棋到八方	0	2
七零八落	7️⃣♦️🎺🌄	七上八下	0	2
天灾人祸	👼🤠🧑‍💼🎆	白日做梦	0	2
天灾人祸	👼🤠🚶‍♂️🎆	白日做梦	0	2
天灾人祸	👼🤠👤🔥	天使投资	0	2
乐此不疲	😃🧲🙅‍♂️😪	喜出望外	0	1
乐此不疲	🎊🏺🙅‍♂️😪	恭喜发财	0	1
乐此不疲	☺️🗡️🙅‍♂️😪	笑里藏刀	0	1
乐此不疲	😁🔪🚶‍♂️😪	笑里藏刀	0	2
乐此不疲	😂🧲🚶‍♂️😪	嘻皮笑脸	0	2
乐此不疲	☺️🌵🚶‍♂️😪	笑里藏刀	0	2
发奋图强	💇😤🖼️🆒	洗心革面	0	1
发奋图强	💇😠🖼️🆒	洗心革面	0	1
发奋图强	💈🪦🗺️🆒	削足适履	0	1
发奋图强	💇💢🤢👍	洗心革面	0	2
发奋图强	👨‍⚖️🆔🗺️🆒	公正无私	0	2
发奋图强	⚖️😡🧩👍	公平怒赞	0	2
破涕为笑	👩‍🦳🤧💂😺	老羞成怒	0	2
破涕为笑	👩‍🦳🤧⚠️😄	老生常谈	0	2
破涕为笑	👩‍🦳🤧⚠️😊	老生常谈	0	2
烟消云散	🚬🧑‍🚒☁️☂️	烟消云散	1	1
烟消云散	🚬🧑‍🚒☁️🌂	烟消云散	1	1
烟消云散	🌫️🧑‍🚒☁️🥉	雾里探花	0	1
烟消云散	🪨🧑‍🚒☁️🥉	石破天惊	0	2
烟消云散	🌫️😀☁️🌂	雾里看花	0	2
烟消云散	🪨🧑‍🚒☁️🪂	石破天惊	0	2
下落不明	🔽⬇🙅‍♀️🕯️	一落千丈	0	0
下落不明	🔽🍂🙅‍♂️☀️	落叶归根	0	0
下落不明	⬇🌄🙅‍♀️🔅	一箭双雕	0	0
下落不明	⏬🪛🙅🕯️	下钉拒绝	0	1
下落不明	🍉🍂🙅🔆	瓜落蒂熟	0	1
下落不明	⏬⏬👣🔅	下楼踩蛋	0	1
下落不明	🍉🥕🙅🔦	瓜田李下	0	2
下落不明	🍉🌄🚶‍♂️🕯️	瓜田烛影	0	2
下落不明	⏬🔩🚶‍♂️🕯️	下锁步烛	0	2
叫苦不迭	📢😖🙅📉	声名狼藉	0	1
叫苦不迭	📢😖🙅🦋	一鸣惊人	0	1
叫苦不迭	📢😫🙅‍♂️📀	广而告之	0	1
叫苦不迭	🍌😖🙅📀	班门弄斧	0	2
叫苦不迭	⛪😫🙅‍♀️💽	教堂愁拒	0	2
叫苦不迭	👣😖🙅‍♂️📉	步履维艰	0	2
字正腔圆	✒️✅👍🥮	笔墨纸砚	0	1
字正腔圆	✒️✅🦾🥮	笔耕手饼	0	1
字正腔圆	✒️☑️👍🅾️	笔墨纸砚	0	1
字正腔圆	✒️🎟️👍⭕	笔票赞成	0	2
字正腔圆	✒️🪪👍⚪	笔墨官司	0	2
字正腔圆	♊➕👍🅾️	双管齐下	0	2
打马虎眼	👊🏇🐯🧿	拳打虎吸	0	0
打马虎眼	🥊🎠🐯👁️	拳打老虎	0	0
打马虎眼	🥊🎪🐅👀	拳场虎视	0	0
打马虎眼	🤜🎠🚑👀	拳场救急	0	1
打马虎眼	🤜🐎🔰👀	拳马钉眼	0	1
打马虎眼	👊🎠🐅🚬	拳打老虎	0	1
打马虎眼	👊🎠🦊🗣️	拳打狐狸	0	2
打马虎眼	👊🎪🔰💥	拳打脚踢	0	2
打马虎眼	🤜👨‍💻🐅🗣️	拳打虎说	0	2
眼花缭乱	👀🏵️👩‍⚕️😵‍💫	眼花缭乱	1	1
眼花缭乱	👁️🍀🗨️😵‍💫	眼花缭乱	1	1
眼花缭乱	👁️🌻🩹😵‍💫	眼花缭乱	1	1
眼花缭乱	👀👨‍🎨🗨️😵‍💫	望文生义	0	2
眼花缭乱	🧿🪷🗨️🥚	心花怒放	0	2
眼花缭乱	👁️🏄👩‍⚕️😵‍💫	眼花缭乱	1	2
一斑窥豹	🥇🔧🫣🐆	金戈铁马	0	1
一斑窥豹	🥇🛹🫣🦭	金牌滑手	0	1
一斑窥豹	🥇🏏🫣🦭	争先恐后	0	1
一斑窥豹	1️⃣👬🫣🛄	一箭双雕	0	2
一斑窥豹	1️⃣👭🫣👝	一箭双雕	0	2
一斑窥豹	🏥🔧🫣🐆	病入膏肓	0	2
风驰电掣	🌀🏇☎️🏎️	风驰电掣	1	1
风驰电掣	🌀🏇🌩️🚝	风驰电掣	1	1
风驰电掣	🌀🏇📺🚴	风驰电掣	1	1
风驰电掣	🍁🏇🔌🚂	叶公好龙	0	2
风驰电掣	🍁🏇🌩️🚆	秋马电车	0	2
风驰电掣	🍁🏇🔋🚍	一马当先	0	2
手足之情	👋🦶⏸️💗	招摇过市	0	1
手足之情	👋🦶🤾‍♂️💓	招摇过市	0	1
手足之情	👋🦿❌💘	招手断情	0	1
手足之情	👋♟️📍🩷	招摇撞骗	0	2
手足之情	👋♟️🔖🩷	招摇过市	0	2
手足之情	🍣🦶🙅💓	足不出户	0	2
唉声叹气	☹️🔔❕🤬	愁眉苦脸	0	1
唉声叹气	☹️🎤😮‍💨🌫️	愁眉苦脸	0	1
唉声叹气	☹️🛎️❕💨	愁眉苦脸	0	1
唉声叹气	☹️✌️😯😤	愁眉苦脸	0	2
唉声叹气	☹️📣😮‍💨🐎	忧国忧民	0	2
唉声叹气	☹️⤴️❕🌪️	愁眉苦脸	0	2
喜从天降	😃🧅👼⏬	喜出望外	0	1
喜从天降	😃🧅👼🛬	喜出望外	0	1
喜从天降	🤩🧅👼🪂	喜出望外	0	1
喜从天降	🎉🧅🍬🪂	欢天喜地	0	2
