标准答案	谜题（emoji）	LLM输出成语	LLM是否正确	成语中有几个谐音
洗心革面	🛀❤️◽🍜	洗心革面	1	1
洗心革面	🛀🏣🦴🍜	澡堂骨面	0	2
洗心革面	🛀❤️🦴🥱	洗心革面	1	2
洗心革面	🌄❤️🕊️🍞	东山再起	0	2
洗心革面	🌄💵◽🥖	朝三暮四	0	3
洗心革面	🌄❤️🔷🛏	东山再起	0	3
洗心革面	🛀🌶️👩‍🎤😴	浴火重生	0	3
洗心革面	🌄📭🦴💤	东山再起	0	4
洗心革面	🌄📨🔷🧽	东山再起	0	4
洗心革面	🎉🌶️🦴😴	欢天喜地	0	4
以一当百	🍝🥇📂💯	面面俱到	0	2
以一当百	⁉️1️⃣🔰💯	一问三不	0	2
以一当百	⛑️1️⃣🔔💯	救死扶伤	0	2
以一当百	1️⃣1️⃣🔔🧎‍♀️‍➡️	一鸣惊人	0	3
以一当百	1️⃣☝️📑🙏	一本正经	0	3
以一当百	⁉️1️⃣📂🙄	不置可否	0	3
以一当百	1️⃣👩‍⚕️📑🧎	对症下药	0	4
以一当百	1️⃣⁉️🫷⛪	不可思议	0	4
以一当百	1️⃣❓🔔🧎‍♀️‍➡️	掩耳盗铃	0	4
大鱼大肉	✊🐟🤼‍♂️🥩	竭泽而渔	0	2
大鱼大肉	👊♓🤜🍖	拳拳到肉	0	2
大鱼大肉	✊🐳👊🥩	举重若轻	0	2
大鱼大肉	✊🌧️🤼‍♀️🥩	拳打脚踢	0	3
大鱼大肉	👊🎏🤼‍♀️💆‍♀️	拳拳到肉	0	3
大鱼大肉	👊♓✊💆‍♀️	齐心协力	0	3
大鱼大肉	🤜🧑‍🚀✊💆‍♂️	拳打脚踢	0	4
大鱼大肉	✊🌽🤼‍♀️💆‍♂️	握拳搓掌	0	4
大鱼大肉	👊🪽👊💆‍♀️	拳拳之心	0	4
绿水青山	🛣️💧🥬🌋	路不拾遗	0	1
绿水青山	🛣️🤽🍏🏔️	道貌岸然	0	1
绿水青山	🛣️🌧️🥬🌋	道貌岸然	0	1
绿水青山	📋♒🌞🗻	纸上谈兵	0	2
绿水青山	📹🥱🍏🏔️	视死如归	0	2
绿水青山	📋🤽🥬🌟	纸上谈兵	0	2
绿水青山	📋🛌💝🏔️	卧薪尝胆	0	3
绿水青山	📋😴🎉🗻	纸上谈兵	0	3
绿水青山	📋🛏💘🌋	纸上谈兵	0	3
绿水青山	📋💤♥️👚	纸上谈兵	0	4
绿水青山	📋🛌👏⭐	纸上谈兵	0	4
绿水青山	📋🛌💝⚡	纸上谈兵	0	4
一往无前	1️⃣↔️✖️⏩	一帆风顺	0	1
一往无前	☝️↔️🌫️⏩	一目了然	0	1
一往无前	1️⃣↔️🩰⏩	一蹴而就	0	1
一往无前	❓↔️🐦‍⬛⏩	不速之客	0	2
一往无前	⛑️↔️🧙‍♂️⏩	舍己为人	0	2
一往无前	1️⃣🔱🥋⏩	一帆风顺	0	2
一往无前	⛑️🌐🙉⏩	救世济人	0	3
一往无前	1️⃣🌐❎💴	不可思议	0	3
一往无前	1️⃣🌐🕺💰	举世闻名	0	3
一往无前	⁉️🎾❌💵	不可思议	0	4
一往无前	⁉️🌐🧙‍♀️👫	不可思议	0	4
一往无前	⁉️🌐🥋💶	不可思议	0	4
供过于求	♐🍲🪽🙏	马到成功	0	3
供过于求	♐🍲🏝️🙏	矢志不渝	0	3
供过于求	♐🍎♓🙏	舍生取义	0	3
供过于求	♐🍋🗯️🌎	矢志不渝	0	4
供过于求	♐🍋🧖‍♀️⚾	见利忘义	0	4
供过于求	♐🍋🗯️🎱	一箭双雕	0	4
目不斜视	👁️🙅♋🎥	视而不见	0	1
目不斜视	👀🙅‍♀️✒️📺	视而不见	0	1
目不斜视	👀🙅‍♂️🤖🎥	视而不见	0	1
目不斜视	♀️🙅‍♀️🖍️📺	不可救药	0	2
目不斜视	♀️🙅‍♀️✒️🎥	不可思议	0	2
目不斜视	♀️🙅‍♂️⚙️🎥	不可救药	0	2
目不斜视	♀️🙅♋💂‍♂️	女中豪杰	0	3
目不斜视	👀👣⚙️🧟	见机行事	0	3
目不斜视	♀️🙅✍️🏪	不可救药	0	3
目不斜视	♀️👣✏️🌧️	如履薄冰	0	4
目不斜视	♀️👣🥾🤞	寸步难行	0	4
目不斜视	♀️👣🖋️➕	步步高升	0	4
酸甜苦辣	🍋🍉😖🌶️	酸甜苦辣	1	0
酸甜苦辣	🍋🧁😖🫑	酸甜苦辣	1	0
酸甜苦辣	🍋🍨😞🫑	酸甜苦辣	1	0
酸甜苦辣	🍋🧁☹️🎺	酸甜苦辣	1	1
酸甜苦辣	🧄🍉😫🌶️	酸甜苦辣	1	1
酸甜苦辣	🍋🍬😿🌶️	酸甜苦辣	1	1
酸甜苦辣	🧄🍉🥲🧅	哭笑不得	0	2
酸甜苦辣	🧄🍉😢🫑	瓜田李下	0	2
酸甜苦辣	🧮🧇😫🎺	精打细算	0	2
酸甜苦辣	🧮🍉🍂🎺	秋后算账	0	3
酸甜苦辣	🧄🧁🍂🗑️	过眼云烟	0	3
酸甜苦辣	🧄🍉🆒🗑️	瓜田李下	0	3
酸甜苦辣	🧄👅🪫🎺	无精打采	0	4
酸甜苦辣	🧮👅😭🗑️	算无遗策	0	4
酸甜苦辣	🧮☁️🩳🎺	精打细算	0	4
信口胡言	📭👄🧔🏻‍♂️🗣️	信口开河	0	0
信口胡言	📶👄🧔🏻‍♂️🗣️	道听途说	0	0
信口胡言	📫👄🧔🏻‍♂️🗣️	信口开河	0	0
信口胡言	💘👄🧔🏻‍♂️🗣️	情不自禁	0	1
信口胡言	❤️👄🧔🏻‍♂️🗣️	心直口快	0	1
信口胡言	🏣🅾️🥌🗣️	投石问路	0	1
信口胡言	💳📎🧔🏻‍♂️🔥	见钱眼开	0	2
信口胡言	✉️📎🐯🗣️	信口开河	0	2
信口胡言	📨📎🧔🏻‍♂️🌋	信手拈来	0	2
信口胡言	♥️🅾️🎀🪨	心照不宣	0	3
信口胡言	✉️📎🚑🎪	信手拈来	0	3
信口胡言	✉️📎🫙💥	信手拈来	0	3
信口胡言	♥️📎🎀👁️	心领神会	0	4
信口胡言	🌶️📎🐯🪔	尖酸刻薄	0	4
信口胡言	♥️📎🔰🧿	心心相印	0	4
口服心服	🅾️🎽🩷🎽	一心一意	0	0
口服心服	🅾️🎽🩵👕	一衣带水	0	0
口服心服	🅾️🎽🫶🥻	一如既往	0	0
口服心服	📎🎽🫶👕	别出心裁	0	1
口服心服	📎👔🤍👘	见缝插针	0	1
口服心服	🅾️🎽💕💮	一心一意	0	1
口服心服	📎↔️🩵🥻	别具匠心	0	2
口服心服	📎🎽📡👘	见异思迁	0	2
口服心服	🅾️↔️📡👖	藕断丝连	0	2
口服心服	🅾️↔️🌶️🔃	逆来顺受	0	3
口服心服	📎↔️💖🔯	心心相印	0	3
口服心服	📎↔️💕👩🏻‍🦳	一见钟情	0	3
口服心服	📎↔️📧🪓	见异思迁	0	4
口服心服	📎↔️📨🧎	藕断丝连	0	4
口服心服	📎➖🆕🧑‍🌾	见利忘义	0	4
虚有其表	🌅☹️⏏️🕰️	朝三暮四	0	3
虚有其表	🌅⛽🏁⏱️	朝不保夕	0	3
虚有其表	🌅☹️🚲⏱️	日暮途穷	0	3
虚有其表	🌅➡️🌀™️	东山再起	0	4
虚有其表	🌅🏊🚵‍♀️🏷️	东山再起	0	4
虚有其表	🌅⛽🎈🪃	东山再起	0	4
一饱眼福	☝️👜🧿🧧	一举两得	0	1
一饱眼福	☝️🎳🧿🧧	一举两得	0	1
一饱眼福	☝️👩‍🍼👀🧧	一见钟情	0	1
一饱眼福	⁉️💼👁️🧧	不可救药	0	2
一饱眼福	1️⃣🌋👀👖	坐井观天	0	2
一饱眼福	1️⃣🌋🔥💮	火山爆发	0	2
一饱眼福	⁉️🌋🔥🧧	火上浇油	0	3
一饱眼福	1️⃣🌋🌋🐣	火中取栗	0	3
一饱眼福	⁉️🐆🚬🧧	不可思议	0	3
一饱眼福	⁉️🍔🤮💵	不堪回首	0	4
一饱眼福	⁉️🍔🤮👔	不寒而栗	0	4
一饱眼福	⁉️🌋🪔🐣	恍然大悟	0	4
不足为奇	🙅‍♂️🦶🔱⁉️	不可一世	0	1
不足为奇	🙅🦿💂⁉️	无动于衷	0	1
不足为奇	🙅🦿⚠️⁉️	不胫而走	0	1
不足为奇	🙅🚕🤥😮	不打自招	0	2
不足为奇	🙅♟️⚠️⁉️	不可救药	0	2
不足为奇	🙅🦶❗7️⃣	不约而同	0	2
不足为奇	👣🚕🚻😮	脚踏实地	0	3
不足为奇	🙅♟️🆘💢	不可救药	0	3
不足为奇	🙅♟️🆘🎈	不可救药	0	3
不足为奇	👣♟️🤥⏏️	步步为营	0	4
不足为奇	👣👪👅🏳️	足不出户	0	4
不足为奇	👣♟️💂‍♂️😠	步步为营	0	4
不宣而战	🙅‍♀️🌀2️⃣⚔️	不可一世	0	2
不宣而战	🙅🗳️🥈⚔️	不可救药	0	2
不宣而战	🙅🔄👂🗡️	不可救药	0	2
不宣而战	🙅➰👂🔮	不闻不问	0	3
不宣而战	👣😵✌️🗡️	走火入魔	0	3
不宣而战	🙅🌀👦🧍‍♀️	不约而同	0	3
不宣而战	🚶🔄🧒🧍‍♀️	返老还童	0	4
不宣而战	🚶🔄✌️🔮	走马观花	0	4
不宣而战	🚶😵‍💫🧒🔮	迷途知返	0	4
完美无瑕	➰🇺🇲🖐️⤵️	美中不足	0	3
完美无瑕	➰🇺🇲5️⃣🦸‍♀️	绕梁三日	0	3
完美无瑕	➰🇺🇲❌⤵️	美中不足	0	3
完美无瑕	➰♣️🤸⏬	曲意逢迎	0	4
完美无瑕	➰♣️🙉⤵️	回心转意	0	4
完美无瑕	➰♣️💃😲	拐弯抹角	0	4
居高临下	🍊🔝🌳🔽	橙黄橘绿	0	2
居高临下	🎥🆙🌲👇	上行下效	0	2
居高临下	🍊⤴️🌳⬇️	拔苗助长	0	2
居高临下	🍊⤴️🚿🦞	橙黄橘绿	0	3
居高临下	🎥🆙🌳🦸	影影绰绰	0	3
居高临下	🍊🆙🌧️🦸	吉人天相	0	3
居高临下	🍊🍰🌧️😦	橙黄橘绿	0	4
居高临下	🎬⛏️🌧️🙀	刻舟求剑	0	4
居高临下	🎥🎂🌲🦸‍♀️	影影绰绰	0	4
残羹冷饭	👩‍🦽👨‍🌾🧊🍱	半途而废	0	1
残羹冷饭	♿🚜❄️🍙	半途而废	0	1
残羹冷饭	👨‍🦽🧑‍🌾😑🍱	自食其果	0	1
残羹冷饭	♿👨‍🌾🥶🍅	老弱病残	0	2
残羹冷饭	♿🚜😮🍚	老当益壮	0	2
残羹冷饭	♿👨‍🌾❄️😩	雪上加霜	0	2
残羹冷饭	🍱🚜❄️🤸‍♀️	分道扬镳	0	3
残羹冷饭	🍽️🧑‍🌾😧🍚	自食其果	0	3
残羹冷饭	😿👨‍🌾😮🍱	悲天悯人	0	3
残羹冷饭	🍱🧑‍🌾😮😖	食不甘味	0	4
残羹冷饭	🍴🚜😧🤸	刀耕火种	0	4
残羹冷饭	🐛🧑‍🌾😧🤦‍♀️	作茧自缚	0	4
毫不讳言	☑️🙅‍♀️☄️🗣️	不可救药	0	2
毫不讳言	✅🙅‍♀️👩‍🎨🗣️	是可忍孰	0	2
毫不讳言	☑️🙅‍♀️💫🗣️	不可救药	0	2
毫不讳言	☑️🙅↪️🌋	对牛弹琴	0	3
毫不讳言	☑️👣🏌️‍♀️🗣️	脚踏实地	0	3
毫不讳言	✅🚶🩶🗣️	行尸走肉	0	3
毫不讳言	☑️🚶🔅🎪	按部就班	0	4
毫不讳言	☑️👣☄️🚬	脚踏实地	0	4
毫不讳言	☑️🚶🏌️‍♂️🪨	实事求是	0	4
娓娓动听	👅🆘🌀👂	舌敝耳聋	0	2
娓娓动听	❗🦔🌀👂	危言耸听	0	2
娓娓动听	🆘🚾🌀👂	危言耸听	0	2
娓娓动听	‼️🤥🕳️🎧	危言耸听	0	3
娓娓动听	⚠️‼️🌀⚡	危言耸听	0	3
娓娓动听	‼️🦔🌀⏸️	刻不容缓	0	3
娓娓动听	‼️🥀🌨️🅿️	危言耸听	0	4
娓娓动听	‼️🛰️🧊⛔	危言耸听	0	4
娓娓动听	‼️👅🅾️⏹️	大惊小怪	0	4
扑朔迷离	♦️👨‍🎓🤷‍♀💮	桃李满天	0	2
扑朔迷离	♦️🎓🤷‍♀💇	投桃报李	0	2
扑朔迷离	♦️👨‍🎓😵‍💫💒	道貌岸然	0	2
扑朔迷离	🍇👨‍🎓😵⛪	目不识丁	0	3
扑朔迷离	🍇🗣️😵‍💫🦫	胡言乱语	0	3
扑朔迷离	🍇🗣️😵🎁	提神醒脑	0	3
扑朔迷离	🍇🎓🌽💇	青出于蓝	0	4
扑朔迷离	💁‍♂️🎓🍚✊	事必躬亲	0	4
扑朔迷离	🍇🎓🐱🦾	珠联璧合	0	4
毫不在意	👍🙅‍♂️🤠🍝	不可救药	0	2
毫不在意	✅🙅🤠💭	实事求是	0	2
毫不在意	🐁🙅‍♀️🤠🍝	鼠目寸光	0	2
毫不在意	☑️🙅‍♀️🤠👩‍⚕️	不可救药	0	3
毫不在意	✅🙅‍♂️🤠🤷‍♂️	是可忍孰	0	3
毫不在意	☑️🙅🤠🤷‍♀	明辨是非	0	3
毫不在意	🐁🚶🤠🧐	鼠目寸光	0	4
毫不在意	🐁🚶🤠👘	鼠目寸光	0	4
毫不在意	🦪🚶‍♂️🤠👽	走马观花	0	4
忆苦思甜	1️⃣😞🧐🧁	愁眉苦脸	0	1
忆苦思甜	1️⃣😞🧠🧁	愁眉苦脸	0	1
忆苦思甜	1️⃣😖💭🍭	苦思冥想	0	1
忆苦思甜	⛑️☹️🧠👼	救死扶伤	0	2
忆苦思甜	1️⃣☹️💀🧁	悲欢离合	0	2
忆苦思甜	1️⃣😖🤔👅	苦思冥想	0	2
忆苦思甜	1️⃣😫💀👅	苦不堪言	0	3
忆苦思甜	1️⃣😭🧠👅	痛心疾首	0	3
忆苦思甜	⁉️🆒🤔☁️	不可思议	0	3
忆苦思甜	⁉️😭🕸️☁️	疑神疑鬼	0	4
忆苦思甜	1️⃣🥺🕍☁️	望眼欲穿	0	4
忆苦思甜	⁉️🩳🕍👼	不可思议	0	4
街谈巷议	♑⁉️💭👨‍⚕️	急中生智	0	4
街谈巷议	♑⁉️📦1️⃣	难以置信	0	4
街谈巷议	♑⁉️🗿👨‍⚕️	刻舟求剑	0	4
好好先生	☑️☑️🖥️🐃	对牛弹琴	0	2
好好先生	☑️☑️❗🛫	实事求是	0	2
好好先生	☑️☑️🧚🎅	实事求是	0	2
好好先生	🐁☑️🧝✌️	鼠目寸光	0	3
好好先生	☑️🐁🧝‍♀️🔊	首鼠两端	0	3
好好先生	🐁☑️🧝‍♀️⛪	鼠目寸光	0	3
好好先生	🐁🦪🧵🧵	鼠目寸光	0	4
好好先生	🐁🦪⚠️🧵	鼠目寸光	0	4
好好先生	🐁🦪🧝🪇	鼠目寸光	0	4
浓妆艳抹	👨‍🌾💄🔥💆	画龙点睛	0	3
浓妆艳抹	👨‍🌾💄👁️🪄	画龙点睛	0	3
浓妆艳抹	👨‍🌾💄👨‍🔬♑	南辕北辙	0	3
浓妆艳抹	👨‍🌾👚🔥👹	衣冠禽兽	0	4
浓妆艳抹	👨‍🌾💪😒🧙	力不从心	0	4
浓妆艳抹	👨‍🌾👚🔥🧛‍♀️	衣冠禽兽	0	4
另起炉灶	♦️🛫🫎🏗️	大兴土木	0	3
另起炉灶	♦️🛫📹🧖‍♀️	道貌岸然	0	3
另起炉灶	0️⃣🛫📹🧼	一飞冲天	0	3
另起炉灶	0️⃣🎈🛣️🏗️	零敲碎打	0	4
另起炉灶	0️⃣⚫🚏🧼	黑白分明	0	4
另起炉灶	0️⃣🏇🚏🧖‍♀️	马到成功	0	4
自不待言	💵🙅‍♂️😧🗣️	不可思议	0	2
自不待言	🪻🙅🥸🗣️	不可言传	0	2
自不待言	🪻🙅‍♀️😲🗣️	不可言喻	0	2
自不待言	♊🙅🦘👀	不可救药	0	3
自不待言	♊🙅😦😒	不三不四	0	3
自不待言	🪻👣🥸🗣️	道听途说	0	3
自不待言	♊🚶‍♂️🥸🪨	三人成虎	0	4
自不待言	✒️🚶🦘🚬	笔走龙蛇	0	4
自不待言	💵🚶‍♂️😲🪔	见钱眼开	0	4
高朋满座	🆙👯‍♀️🐌💺	争先恐后	0	1
高朋满座	🆙👬🐌💺	上行下效	0	1
高朋满座	🆙🧑‍🤝‍🧑🐌💺	坐井观天	0	1
高朋满座	🆙👬🐌🛋️	上行下效	0	2
高朋满座	⤴️👭🐌💺	举案齐眉	0	2
高朋满座	🔝👭🐌💺	上善若水	0	2
高朋满座	🍮🏕️🐌💺	安居乐业	0	3
高朋满座	🧁🧑‍🤝‍🧑🐌🧘‍♀️	步步为营	0	3
高朋满座	🍮🧑‍🤝‍🧑🐌🛋️	坐以待毙	0	3
高朋满座	🎂⛺🐌🧘‍♀️	安居乐业	0	4
高朋满座	🍰🥘🐌👈	慢条斯理	0	4
高朋满座	🍮⛺🐌👈	居安思危	0	4
生搬硬套	⏏️🔧👶🧤	推陈出新	0	3
生搬硬套	⏏️🛹📽️🧤	推陈出新	0	3
生搬硬套	⏫👬🍒🧤	举案齐眉	0	3
生搬硬套	⏫👬🎦🍇	推心置腹	0	4
生搬硬套	⏫👬📼🍇	蒸蒸日上	0	4
生搬硬套	⏏️👭🍒🌊	投桃报李	0	4
虚度光阴	🤫🌡️✴️⚫	默默无闻	0	1
虚度光阴	🤫📏🔆⚫	不言而喻	0	1
虚度光阴	🌅🌡️🔆⚫	朝三暮四	0	1
虚度光阴	🤫♦️🔅⚫	默默无闻	0	2
虚度光阴	🌅🌡️🌞👣	日新月异	0	2
虚度光阴	🤫⛴💡⚫	沉默寡言	0	2
虚度光阴	🌅☣️💫📣	朝三暮四	0	3
虚度光阴	🌅☣️✴️🧃	日新月异	0	3
虚度光阴	🌅☣️✴️🎤	日新月异	0	3
互为表里	🎀‼️⏱️👒	刻不容缓	0	3
互为表里	🎀⚠️⌚💒	结草衔环	0	3
互为表里	🎀⚠️📋🦝	投鼠忌器	0	3
互为表里	🎀🆘™️📆	刻不容缓	0	4
互为表里	🎀‼️™️🕴️	头头是道	0	4
